2022-08-13 15:00:30,google.com,true,45
2022-08-13 15:00:40,google.com,true,44
2022-08-13 15:00:50,google.com,true,42
2022-08-13 15:01:00,google.com,true,43
2022-08-13 15:01:10,google.com,true,43
2022-08-13 15:01:20,google.com,true,43
2022-08-13 15:01:30,google.com,true,43
2022-08-13 15:01:40,google.com,true,43
2022-08-13 15:01:50,google.com,true,43
2022-08-13 15:02:00,google.com,true,43
2022-08-13 15:02:10,google.com,true,41
2022-08-13 15:02:20,google.com,true,45
2022-08-13 15:02:30,google.com,true,43
2022-08-13 15:02:40,google.com,true,43
2022-08-13 15:02:50,google.com,true,43
2022-08-13 15:03:00,google.com,true,43
2022-08-13 15:03:10,google.com,true,43
2022-08-13 15:03:20,google.com,true,43
2022-08-13 15:03:30,google.com,true,43
2022-08-13 15:03:40,google.com,true,42
2022-08-13 15:03:50,google.com,true,43
2022-08-13 15:04:00,google.com,true,43
2022-08-13 15:04:10,google.com,true,44
2022-08-13 15:04:20,google.com,true,44
2022-08-13 15:04:30,google.com,true,44
2022-08-13 15:04:40,google.com,true,42
2022-08-13 15:04:50,google.com,true,43
2022-08-13 15:05:00,google.com,true,44
2022-08-13 15:05:10,google.com,true,43
2022-08-13 15:05:20,google.com,true,43
2022-08-13 15:05:30,google.com,true,43
2022-08-13 15:05:40,google.com,true,43
2022-08-13 15:05:50,google.com,true,43
2022-08-13 15:06:00,google.com,true,42
2022-08-13 15:06:10,google.com,true,44
2022-08-13 15:06:20,google.com,true,45
2022-08-13 15:06:30,google.com,true,43
2022-08-13 15:06:40,google.com,true,43
2022-08-13 15:06:50,google.com,true,44
2022-08-13 15:07:00,google.com,true,43
2022-08-13 15:07:10,google.com,true,43
2022-08-13 15:07:20,google.com,true,44
2022-08-13 15:07:30,google.com,true,45
2022-08-13 15:07:40,google.com,true,41
2022-08-13 15:07:50,google.com,true,44
